trip_id,time_s,phase,lon_deg,lat_deg,altitude_m,payload_kg
T036,6900.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,6910.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,6920.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,6930.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,6940.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,6950.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,6960.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,6970.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,6980.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,6990.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7000.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7010.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7020.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7030.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7040.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7050.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7060.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7070.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7080.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7090.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7100.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7110.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7120.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7130.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7140.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7150.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7160.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7170.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7180.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7190.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7200.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7210.524932076295,准备装载,109.2308517,23.0085095,127.7,8.0
T036,7210.524932076295,爬升,109.2308517,23.0085095,127.7,8.0
T036,7219.839474041356,爬升,109.2308517,23.0085095,155.6436258951823,8.0
T036,7229.154016006417,爬升,109.2308517,23.0085095,183.58725179036458,8.0
T036,7238.468557971477,爬升,109.2308517,23.0085095,211.5308776855469,8.0
T036,7247.783099936538,爬升,109.2308517,23.0085095,239.47450358072916,8.0
T036,7257.097641901599,爬升,109.2308517,23.0085095,267.4181294759115,8.0
T036,7266.41218386666,爬升,109.2308517,23.0085095,295.36175537109375,8.0
T036,7266.41218386666,巡航,109.2308517,23.0085095,295.36175537109375,8.0
T036,7276.162441619026,巡航,109.23041352916667,23.009485066666667,295.36175537109375,8.0
T036,7285.9126993713935,巡航,109.22997535833333,23.01046063333333,295.36175537109375,8.0
T036,7295.66295712376,巡航,109.2295371875,23.0114362,295.36175537109375,8.0
T036,7305.413214876127,巡航,109.22909901666667,23.012411766666666,295.36175537109375,8.0
T036,7315.163472628494,巡航,109.22866084583333,23.013387333333334,295.36175537109375,8.0
T036,7324.91373038086,巡航,109.228222675,23.0143629,295.36175537109375,8.0
T036,7334.663988133228,巡航,109.22778450416666,23.015338466666666,295.36175537109375,8.0
T036,7344.414245885594,巡航,109.22734633333333,23.016314033333334,295.36175537109375,8.0
T036,7354.164503637961,巡航,109.2269081625,23.017289599999998,295.36175537109375,8.0
T036,7363.914761390328,巡航,109.22646999166666,23.018265166666666,295.36175537109375,8.0
T036,7373.665019142695,巡航,109.22603182083333,23.019240733333334,295.36175537109375,8.0
T036,7383.415276895062,巡航,109.22559365000001,23.0202163,295.36175537109375,8.0
T036,7393.165534647428,巡航,109.22515547916667,23.021191866666666,295.36175537109375,8.0
T036,7402.9157923997955,巡航,109.22471730833334,23.022167433333333,295.36175537109375,8.0
T036,7412.666050152162,巡航,109.2242791375,23.023143,295.36175537109375,8.0
T036,7422.416307904529,巡航,109.22384096666667,23.024118566666665,295.36175537109375,8.0
T036,7432.166565656896,巡航,109.22340279583334,23.025094133333333,295.36175537109375,8.0
T036,7441.916823409263,巡航,109.222964625,23.0260697,295.36175537109375,8.0
T036,7451.6670811616295,巡航,109.22252645416667,23.027045266666665,295.36175537109375,8.0
T036,7461.417338913996,巡航,109.22208828333333,23.028020833333333,295.36175537109375,8.0
T036,7471.167596666363,巡航,109.2216501125,23.0289964,295.36175537109375,8.0
T036,7480.91785441873,巡航,109.22121194166667,23.02997196666667,295.36175537109375,8.0
T036,7490.668112171097,巡航,109.22077377083333,23.030947533333332,295.36175537109375,8.0
T036,7500.418369923464,巡航,109.2203356,23.0319231,295.36175537109375,8.0
