from_node,to_node,distance_m,max_dem_m,cruise_altitude_m,climb_m,descent_m,uav_type,flight_time_s
O01,S013,4849.242377230511,349.18182373046875,399.18182373046875,271.48182373046876,47.48182373046876,A,513.5902021715531
O01,S013,4849.242377230511,349.18182373046875,399.18182373046875,271.48182373046876,47.48182373046876,B,432.7694958843778
O01,S013,4849.242377230511,349.18182373046875,399.18182373046875,271.48182373046876,47.48182373046876,C,455.6164665061226
O01,S014,5419.60185821314,541.9473876953125,591.9473876953125,464.2473876953125,240.9473876953125,A,702.7615724943242
O01,S014,5419.60185821314,541.9473876953125,591.9473876953125,464.2473876953125,240.9473876953125,B,612.4348748574386
O01,S014,5419.60185821314,541.9473876953125,591.9473876953125,464.2473876953125,240.9473876953125,C,667.479439473324
O01,S015,6009.38297162029,521.7992553710938,571.7992553710938,444.09925537109376,97.29925537109375,A,687.7347015738263
O01,S015,6009.38297162029,521.7992553710938,571.7992553710938,444.09925537109376,97.29925537109375,B,587.5783187134881
O01,S015,6009.38297162029,521.7992553710938,571.7992553710938,444.09925537109376,97.29925537109375,C,626.914861275337
S001,O01,3053.9788435184996,223.05661010742188,273.0566101074219,89.05661010742188,145.3566101074219,A,342.3264177053177
S001,O01,3053.9788435184996,223.05661010742188,273.0566101074219,89.05661010742188,145.3566101074219,B,291.4267703133427
S001,O01,3053.9788435184996,223.05661010742188,273.0566101074219,89.05661010742188,145.3566101074219,C,311.89953866457967
S001,S002,4360.597539148686,259.2448425292969,309.2448425292969,125.24484252929688,89.74484252929688,A,441.0293461172082
S001,S002,4360.597539148686,259.2448425292969,309.2448425292969,125.24484252929688,89.74484252929688,B,368.3527204647301
S001,S002,4360.597539148686,259.2448425292969,309.2448425292969,125.24484252929688,89.74484252929688,C,385.6768608862796
S001,S003,7658.743084974101,505.94439697265625,555.9443969726562,371.94439697265625,217.44439697265625,A,849.187814861123
S001,S003,7658.743084974101,505.94439697265625,555.9443969726562,371.94439697265625,217.44439697265625,B,721.5420967782213
S001,S003,7658.743084974101,505.94439697265625,555.9443969726562,371.94439697265625,217.44439697265625,C,768.0828296069974
S001,S004,4927.678447010787,358.7777404785156,408.7777404785156,224.77774047851562,180.4777404785156,A,557.7568802684771
S001,S004,4927.678447010787,358.7777404785156,408.7777404785156,224.77774047851562,180.4777404785156,B,475.6289061516306
S001,S004,4927.678447010787,358.7777404785156,408.7777404785156,224.77774047851562,180.4777404785156,C,508.6618628980499
S001,S005,2928.040272387301,266.13800048828125,316.13800048828125,132.13800048828125,121.13800048828125,A,336.504556390348
S001,S005,2928.040272387301,266.13800048828125,316.13800048828125,132.13800048828125,121.13800048828125,B,287.70388518389296
S001,S005,2928.040272387301,266.13800048828125,316.13800048828125,132.13800048828125,121.13800048828125,C,308.6268852652732
S001,S006,5296.16785679757,343.9356384277344,393.9356384277344,209.93563842773438,79.13563842773436,A,542.9801229134694
S001,S006,5296.16785679757,343.9356384277344,393.9356384277344,209.93563842773438,79.13563842773436,B,454.71065863350987
